Station,Date,Discharge,Discharge Flag,Manually Measured Discharge,Manual Measurement Ice Effect,Manual Measurement Quality,Data Source
07DA026,21-Sep-16,2,X,,,,RAMP
07DA026,22-Sep-16,1.9,X,,,,RAMP
07DA026,23-Sep-16,1.82,X,,,,RAMP
07DA026,24-Sep-16,1.77,X,,,,RAMP
07DA026,25-Sep-16,1.71,X,,,,RAMP
07DA026,26-Sep-16,1.64,X,,,,RAMP
07DA026,27-Sep-16,1.59,X,,,,RAMP
07DA026,28-Sep-16,1.53,X,,,,RAMP
07DA026,29-Sep-16,1.46,X,,,,RAMP
07DA026,30-Sep-16,1.4,X,,,,RAMP
07DA026,01-Oct-16,1.38,X,,,,RAMP
07DA026,02-Oct-16,1.75,X,,,,RAMP
07DA026,03-Oct-16,1.97,X,,,,RAMP
07DA026,04-Oct-16,1.99,X,,,,RAMP
07DA026,05-Oct-16,1.95,X,,,,RAMP
07DA026,06-Oct-16,1.87,X,,,,RAMP
07DA026,07-Oct-16,1.84,X,,,,RAMP
07DA026,08-Oct-16,1.83,X,,,,RAMP
07DA026,09-Oct-16,1.88,X,,,,RAMP
07DA026,10-Oct-16,2.02,X,,,,RAMP
07DA026,11-Oct-16,2.01,X,,,,RAMP
07DA026,12-Oct-16,1.93,X,,,,RAMP
07DA026,13-Oct-16,1.85,X,,,,RAMP
07DA026,14-Oct-16,1.83,X,,,,RAMP
07DA026,15-Oct-16,1.77,X,,,,RAMP
07DA026,16-Oct-16,1.72,X,,,,RAMP
07DA026,17-Oct-16,1.75,X,,,,RAMP
07DA026,18-Oct-16,1.7,X,1.67,no,,RAMP
07DA026,19-Oct-16,1.7,X,,,,RAMP
07DA026,20-Oct-16,1.71,X,,,,RAMP
07DA026,21-Oct-16,1.77,X,,,,RAMP
07DA026,22-Oct-16,1.77,X,,,,RAMP
07DA026,23-Oct-16,1.8,X,,,,RAMP
07DA026,24-Oct-16,1.83,X,,,,RAMP
07DA026,25-Oct-16,1.88,X,,,,RAMP
07DA026,26-Oct-16,1.99,X,,,,RAMP
07DA026,27-Oct-16,2.1,X,,,,RAMP
07DA026,28-Oct-16,2.12,X,,,,RAMP
07DA026,29-Oct-16,2.14,X,,,,RAMP
07DA026,30-Oct-16,2.16,X,,,,RAMP
07DA026,31-Oct-16,2.19,X,,,,RAMP
07DA026,01-Nov-16,2.17,B,,,,RAMP
07DA026,02-Nov-16,2.08,B,,,,RAMP
07DA026,03-Nov-16,2.01,B,,,,RAMP
07DA026,04-Nov-16,1.86,,,,,RAMP
07DA026,05-Nov-16,1.88,,,,,RAMP
07DA026,06-Nov-16,1.92,,,,,RAMP
07DA026,07-Nov-16,1.87,B,,,,RAMP
07DA026,08-Nov-16,1.77,B,,,,RAMP
07DA026,09-Nov-16,1.75,,,,,RAMP
07DA026,10-Nov-16,1.77,B,,,,RAMP
07DA026,11-Nov-16,1.66,B,,,,RAMP
07DA026,12-Nov-16,1.6,B,,,,RAMP
07DA026,13-Nov-16,1.53,B,,,,RAMP
07DA026,14-Nov-16,1.46,B,,,,RAMP
07DA026,15-Nov-16,1.39,B,,,,RAMP
07DA026,16-Nov-16,1.33,B,,,,RAMP
07DA026,17-Nov-16,1.27,B,,,,RAMP
07DA026,18-Nov-16,1.21,B,,,,RAMP
07DA026,19-Nov-16,1.16,B,,,,RAMP
07DA026,20-Nov-16,1.09,B,,,,RAMP
07DA026,21-Nov-16,0.917,B,,,,RAMP
07DA026,22-Nov-16,0.766,B,,,,RAMP
07DA026,23-Nov-16,0.657,B,,,,RAMP
07DA026,24-Nov-16,0.603,B,,,,RAMP
07DA026,25-Nov-16,0.582,B,,,,RAMP
07DA026,26-Nov-16,0.464,B,,,,RAMP
07DA026,27-Nov-16,0.497,B,,,,RAMP
07DA026,28-Nov-16,0.453,B,,,,RAMP
07DA026,29-Nov-16,0.356,B,,,,RAMP
07DA026,30-Nov-16,0.352,B,,,,RAMP
07DA026,01-Dec-16,0.353,B,,,,RAMP
07DA026,02-Dec-16,0.346,B,,,,RAMP
07DA026,03-Dec-16,0.408,B,,,,RAMP
07DA026,04-Dec-16,0.377,B,,,,RAMP
07DA026,05-Dec-16,0.358,B,,,,RAMP
07DA026,06-Dec-16,0.365,B,,,,RAMP
07DA026,07-Dec-16,0.317,B,,,,RAMP
07DA026,08-Dec-16,0.265,B,,,,RAMP
07DA026,09-Dec-16,0.217,B,,,,RAMP
07DA026,10-Dec-16,0.214,B,,,,RAMP
07DA026,11-Dec-16,0.19,B,,,,RAMP
07DA026,12-Dec-16,0.213,B,,,,RAMP
07DA026,13-Dec-16,0.208,B,,,,RAMP
07DA026,14-Dec-16,0.18,B,0.174,yes,,RAMP
07DA026,15-Dec-16,0.186,B,,,,RAMP
07DA026,16-Dec-16,0.163,B,,,,RAMP
07DA026,17-Dec-16,0.161,B,,,,RAMP
07DA026,18-Dec-16,0.176,B,,,,RAMP
07DA026,19-Dec-16,0.209,B,,,,RAMP
07DA026,20-Dec-16,0.171,B,,,,RAMP
07DA026,21-Dec-16,0.171,B,,,,RAMP
07DA026,22-Dec-16,0.163,B,,,,RAMP
07DA026,23-Dec-16,0.138,B,,,,RAMP
07DA026,24-Dec-16,0.142,B,,,,RAMP
07DA026,25-Dec-16,0.148,B,,,,RAMP
07DA026,26-Dec-16,0.164,B,,,,RAMP
07DA026,27-Dec-16,0.197,B,,,,RAMP
07DA026,28-Dec-16,0.153,B,,,,RAMP
07DA026,29-Dec-16,0.123,B,,,,RAMP
07DA026,30-Dec-16,0.122,B,,,,RAMP
07DA026,31-Dec-16,0.111,B,,,,RAMP
07DA027,18-Jan-89,0.001,A,,,,Unknown
07DA027,19-Jan-89,,M,,,,Unknown
07DA027,20-Jan-89,,M,,,,Unknown
07DA027,21-Jan-89,,M,,,,Unknown
07DA027,22-Jan-89,,M,,,,Unknown
07DA027,23-Jan-89,,M,,,,Unknown
07DA027,24-Jan-89,,M,,,,Unknown
07DA027,25-Jan-89,,M,,,,Unknown
07DA027,26-Jan-89,,M,,,,Unknown
07DA027,27-Jan-89,,M,,,,Unknown
07DA027,28-Jan-89,,M,,,,Unknown
07DA027,29-Jan-89,,M,,,,Unknown
07DA027,30-Jan-89,,M,,,,Unknown
07DA027,31-Jan-89,,M,,,,Unknown
07DA027,01-Feb-89,,M,,,,Unknown
07DA027,02-Feb-89,,M,,,,Unknown
07DA027,03-Feb-89,,M,,,,Unknown
07DA027,04-Feb-89,,M,,,,Unknown
07DA027,05-Feb-89,,M,,,,Unknown
07DA027,06-Feb-89,,M,,,,Unknown
07DA027,07-Feb-89,,M,,,,Unknown
07DA027,08-Feb-89,,M,,,,Unknown
07DA027,09-Feb-89,,M,,,,Unknown
07DA027,10-Feb-89,,M,,,,Unknown
07DA027,11-Feb-89,,M,,,,Unknown
07DA027,12-Feb-89,,M,,,,Unknown
07DA027,13-Feb-89,,M,,,,Unknown
07DA027,14-Feb-89,,M,,,,Unknown
07DA027,15-Feb-89,0.001,A,,,,Unknown
07DA027,16-Feb-89,,M,,,,Unknown
07DA027,17-Feb-89,,M,,,,Unknown
07DA027,18-Feb-89,,M,,,,Unknown
07DA027,19-Feb-89,,M,,,,Unknown
07DA027,20-Feb-89,,M,,,,Unknown
07DA027,21-Feb-89,,M,,,,Unknown
07DA027,22-Feb-89,,M,,,,Unknown
07DA027,23-Feb-89,,M,,,,Unknown
07DA027,24-Feb-89,,M,,,,Unknown
07DA027,25-Feb-89,,M,,,,Unknown
07DA027,26-Feb-89,,M,,,,Unknown
07DA027,27-Feb-89,,M,,,,Unknown
07DA027,28-Feb-89,,M,,,,Unknown
07DA027,01-Mar-89,,M,,,,Unknown
07DA027,02-Mar-89,,M,,,,Unknown
07DA027,03-Mar-89,,M,,,,Unknown
07DA027,04-Mar-89,,M,,,,Unknown
07DA027,05-Mar-89,,M,,,,Unknown
07DA027,06-Mar-89,,M,,,,Unknown
07DA027,07-Mar-89,,M,,,,Unknown
07DA027,08-Mar-89,,M,,,,Unknown
07DA027,09-Mar-89,0.001,A,,,,Unknown
07DA027,10-Mar-89,,M,,,,Unknown
07DA027,11-Mar-89,,M,,,,Unknown
07DA027,12-Mar-89,,M,,,,Unknown
07DA027,13-Mar-89,,M,,,,Unknown
07DA027,14-Mar-89,,M,,,,Unknown
07DA027,15-Mar-89,,M,,,,Unknown
07DA027,16-Mar-89,,M,,,,Unknown
07DA027,17-Mar-89,,M,,,,Unknown
07DA027,18-Mar-89,,M,,,,Unknown
07DA027,19-Mar-89,,M,,,,Unknown
07DA027,20-Mar-89,,M,,,,Unknown
07DA027,21-Mar-89,,M,,,,Unknown
07DA027,22-Mar-89,,M,,,,Unknown
07DA027,23-Mar-89,,M,,,,Unknown
07DA027,24-Mar-89,,M,,,,Unknown
07DA027,25-Mar-89,,M,,,,Unknown
07DA027,26-Mar-89,,M,,,,Unknown
07DA027,27-Mar-89,,M,,,,Unknown
07DA027,28-Mar-89,,M,,,,Unknown
07DA027,29-Mar-89,,M,,,,Unknown
07DA027,30-Mar-89,,M,,,,Unknown
07DA027,31-Mar-89,,M,,,,Unknown
07DA027,01-Apr-89,,M,,,,Unknown
07DA027,02-Apr-89,,M,,,,Unknown
07DA027,03-Apr-89,,M,,,,Unknown
07DA027,04-Apr-89,,M,,,,Unknown
07DA027,05-Apr-89,,M,,,,Unknown
07DA027,06-Apr-89,,M,,,,Unknown
07DA027,07-Apr-89,,M,,,,Unknown
07DA027,08-Apr-89,,M,,,,Unknown
07DA027,09-Apr-89,,M,,,,Unknown
07DA027,10-Apr-89,,M,,,,Unknown
07DA027,11-Apr-89,,M,,,,Unknown
07DA027,12-Apr-89,,M,,,,Unknown
07DA027,13-Apr-89,,M,,,,Unknown
07DA027,14-Apr-89,,M,,,,Unknown
07DA027,15-Apr-89,,M,,,,Unknown
07DA027,16-Apr-89,,M,,,,Unknown
07DA027,17-Apr-89,,M,,,,Unknown
07DA027,18-Apr-89,,M,,,,Unknown
07DA027,19-Apr-89,,M,,,,Unknown
07DA027,20-Apr-89,0.02,A,,,,Unknown
07DA027,21-Apr-89,,M,,,,Unknown
07DA027,22-Apr-89,,M,,,,Unknown
07DA027,23-Apr-89,,M,,,,Unknown
07DA027,24-Apr-89,,M,,,,Unknown
07DA027,25-Apr-89,,M,,,,Unknown
07DA027,26-Apr-89,,M,,,,Unknown
07DA027,27-Apr-89,0.074,A,,,,Unknown
07DA027,28-Apr-89,,M,,,,Unknown
07DA027,29-Apr-89,,M,,,,Unknown
07DA027,30-Apr-89,,M,,,,Unknown
07DA027,01-May-89,,M,,,,Unknown
07DA027,02-May-89,,M,,,,Unknown
07DA027,03-May-89,,M,,,,Unknown
07DA027,04-May-89,1.16,A,,,,Unknown
07DA027,05-May-89,,M,,,,Unknown
07DA027,06-May-89,,M,,,,Unknown
07DA027,07-May-89,,M,,,,Unknown
07DA027,08-May-89,,M,,,,Unknown
07DA027,09-May-89,,M,,,,Unknown
07DA027,10-May-89,,M,,,,Unknown
07DA027,11-May-89,1.22,A,,,,Unknown
07DA027,12-May-89,,M,,,,Unknown
07DA027,13-May-89,,M,,,,Unknown
07DA027,14-May-89,,M,,,,Unknown
07DA027,15-May-89,,M,,,,Unknown
07DA027,16-May-89,,M,,,,Unknown
07DA027,17-May-89,,M,,,,Unknown
07DA027,18-May-89,,M,,,,Unknown
07DA027,19-May-89,,M,,,,Unknown
07DA027,20-May-89,,M,,,,Unknown
07DA027,21-May-89,,M,,,,Unknown
07DA027,22-May-89,,M,,,,Unknown
07DA027,23-May-89,,M,,,,Unknown
07DA027,24-May-89,,M,,,,Unknown
07DA027,25-May-89,,M,,,,Unknown
07DA027,26-May-89,,M,,,,Unknown
07DA027,27-May-89,,M,,,,Unknown
07DA027,28-May-89,,M,,,,Unknown
07DA027,29-May-89,,M,,,,Unknown
07DA027,30-May-89,0.733,,,,,Unknown
07DA027,31-May-89,0.664,,,,,Unknown
07DA027,01-Jun-89,0.647,,,,,Unknown
07DA027,02-Jun-89,0.569,,,,,Unknown
07DA027,03-Jun-89,0.514,,,,,Unknown
07DA027,04-Jun-89,0.464,,,,,Unknown
07DA027,05-Jun-89,0.425,,,,,Unknown
07DA027,06-Jun-89,0.479,,,,,Unknown
07DA027,07-Jun-89,0.659,,,,,Unknown
07DA027,08-Jun-89,0.631,,,,,Unknown
07DA027,09-Jun-89,0.58,,,,,Unknown
07DA027,10-Jun-89,0.511,,,,,Unknown
07DA027,11-Jun-89,0.458,,,,,Unknown
07DA027,12-Jun-89,0.386,,,,,Unknown
07DA027,13-Jun-89,0.333,,,,,Unknown
07DA027,14-Jun-89,0.291,,,,,Unknown
07DA027,15-Jun-89,0.263,,,,,Unknown
07DA027,16-Jun-89,0.23,,,,,Unknown
07DA027,17-Jun-89,0.205,,,,,Unknown
07DA027,18-Jun-89,0.208,,,,,Unknown
07DA027,19-Jun-89,0.196,,,,,Unknown
07DA027,20-Jun-89,0.268,,,,,Unknown
07DA027,21-Jun-89,0.485,,,,,Unknown
07DA027,22-Jun-89,0.458,,,,,Unknown
07DA027,23-Jun-89,0.416,,,,,Unknown
07DA027,24-Jun-89,0.422,,,,,Unknown
07DA027,25-Jun-89,0.416,,,,,Unknown
07DA027,26-Jun-89,0.381,,,,,Unknown
07DA027,27-Jun-89,0.344,,,,,Unknown
07DA027,28-Jun-89,0.315,,,,,Unknown
07DA027,29-Jun-89,0.297,,,,,Unknown
07DA027,30-Jun-89,0.272,,,,,Unknown
07DA027,01-Jul-89,0.288,,,,,Unknown
07DA027,02-Jul-89,0.937,,,,,Unknown
07DA027,03-Jul-89,1.22,,,,,Unknown
07DA027,04-Jul-89,1.19,,,,,Unknown
07DA027,05-Jul-89,1.09,,,,,Unknown
07DA027,06-Jul-89,0.907,,,,,Unknown
07DA027,07-Jul-89,0.788,,,,,Unknown
07DA027,08-Jul-89,0.623,,,,,Unknown
07DA027,09-Jul-89,0.623,,,,,Unknown
07DA027,10-Jul-89,0.595,,,,,Unknown
07DA027,11-Jul-89,0.531,,,,,Unknown
07DA027,12-Jul-89,0.467,,,,,Unknown
07DA027,13-Jul-89,0.409,,,,,Unknown
07DA027,14-Jul-89,0.364,,,,,Unknown
07DA027,15-Jul-89,0.315,,,,,Unknown
07DA027,16-Jul-89,0.282,,,,,Unknown
07DA027,17-Jul-89,0.241,,,,,Unknown
07DA027,18-Jul-89,0.213,,,,,Unknown
07DA027,19-Jul-89,0.189,,,,,Unknown
07DA027,20-Jul-89,0.168,,,,,Unknown
07DA027,21-Jul-89,0.166,,,,,Unknown
07DA027,22-Jul-89,0.208,,,,,Unknown
07DA027,23-Jul-89,0.297,,,,,Unknown
07DA027,24-Jul-89,0.282,,,,,Unknown
07DA027,25-Jul-89,0.961,,,,,Unknown
07DA027,26-Jul-89,1.2,,,,,Unknown
07DA027,27-Jul-89,1.21,,,,,Unknown
07DA027,28-Jul-89,0.98,,,,,Unknown
07DA027,29-Jul-89,0.809,,,,,Unknown
07DA027,30-Jul-89,0.707,,,,,Unknown
07DA027,31-Jul-89,1.06,,,,,Unknown
07DA027,01-Aug-89,,M,,,,Unknown
07DA027,02-Aug-89,,M,,,,Unknown
07DA027,03-Aug-89,,M,,,,Unknown
07DA027,04-Aug-89,,M,,,,Unknown
07DA027,05-Aug-89,1.06,,,,,Unknown
07DA027,06-Aug-89,0.879,,,,,Unknown
07DA027,07-Aug-89,0.698,,,,,Unknown
07DA027,08-Aug-89,0.569,,,,,Unknown
07DA027,09-Aug-89,0.458,,,,,Unknown
07DA027,10-Aug-89,0.367,,,,,Unknown
07DA027,11-Aug-89,0.288,,,,,Unknown
07DA027,12-Aug-89,0.237,,,,,Unknown
07DA027,13-Aug-89,0.205,,,,,Unknown
07DA027,14-Aug-89,0.178,,,,,Unknown
07DA027,15-Aug-89,0.154,,,,,Unknown
07DA027,16-Aug-89,0.13,,,,,Unknown
07DA027,17-Aug-89,0.121,,,,,Unknown
07DA027,18-Aug-89,0.136,,,,,Unknown
07DA027,19-Aug-89,0.129,,,,,Unknown
07DA027,20-Aug-89,0.118,,,,,Unknown
07DA027,21-Aug-89,0.123,,,,,Unknown
07DA027,22-Aug-89,0.135,,,,,Unknown
07DA027,23-Aug-89,0.157,,,,,Unknown
07DA027,24-Aug-89,0.152,,,,,Unknown
07DA027,25-Aug-89,0.14,,,,,Unknown
07DA027,26-Aug-89,0.139,,,,,Unknown
07DA027,27-Aug-89,0.178,,,,,Unknown
07DA027,28-Aug-89,0.191,,,,,Unknown
07DA027,29-Aug-89,0.18,,,,,Unknown
07DA027,30-Aug-89,0.172,,,,,Unknown
07DA027,31-Aug-89,0.166,,,,,Unknown
07DA027,01-Sep-89,0.158,,,,,Unknown
07DA027,02-Sep-89,0.145,,,,,Unknown
07DA027,03-Sep-89,0.142,,,,,Unknown
07DA027,04-Sep-89,0.135,,,,,Unknown
07DA027,05-Sep-89,0.126,,,,,Unknown
07DA027,06-Sep-89,0.122,,,,,Unknown
07DA027,07-Sep-89,0.139,,,,,Unknown
07DA027,08-Sep-89,0.158,,,,,Unknown
07DA027,09-Sep-89,0.157,,,,,Unknown
07DA027,10-Sep-89,0.157,,,,,Unknown
07DA027,11-Sep-89,0.158,,,,,Unknown
07DA027,12-Sep-89,0.156,,,,,Unknown
07DA027,13-Sep-89,0.169,,,,,Unknown
07DA027,14-Sep-89,0.174,,,,,Unknown
07DA027,15-Sep-89,0.173,,,,,Unknown
07DA027,16-Sep-89,0.182,,,,,Unknown
07DA027,17-Sep-89,0.216,,,,,Unknown
07DA027,18-Sep-89,0.241,,,,,Unknown
07DA027,19-Sep-89,0.253,,,,,Unknown
07DA027,20-Sep-89,0.275,,,,,Unknown
07DA027,21-Sep-89,0.307,,,,,Unknown
07DA027,22-Sep-89,0.325,,,,,Unknown
07DA027,23-Sep-89,0.331,,,,,Unknown
07DA027,24-Sep-89,0.335,,,,,Unknown
07DA027,25-Sep-89,0.335,,,,,Unknown
07DA027,26-Sep-89,0.333,,,,,Unknown
07DA027,27-Sep-89,0.325,,,,,Unknown
07DA027,28-Sep-89,0.313,,,,,Unknown
07DA027,29-Sep-89,0.311,,,,,Unknown
07DA027,30-Sep-89,0.36,,,,,Unknown
07DA027,01-Oct-89,0.378,,,,,Unknown
07DA027,02-Oct-89,0.376,,,,,Unknown
07DA027,03-Oct-89,0.381,,,,,Unknown
07DA027,04-Oct-89,0.378,,,,,Unknown
07DA027,05-Oct-89,0.364,,,,,Unknown
07DA027,06-Oct-89,0.36,,,,,Unknown
07DA027,07-Oct-89,0.357,,,,,Unknown
07DA027,08-Oct-89,0.355,,,,,Unknown
07DA027,09-Oct-89,0.34,,,,,Unknown
07DA027,10-Oct-89,0.34,,,,,Unknown
07DA027,11-Oct-89,0.333,,,,,Unknown
07DA027,12-Oct-89,0.321,,,,,Unknown
07DA027,13-Oct-89,0.319,,,,,Unknown
07DA027,14-Oct-89,0.315,,,,,Unknown
07DA027,15-Oct-89,0.311,,,,,Unknown
07DA027,16-Oct-89,0.313,,,,,Unknown
07DA027,17-Oct-89,0.309,,,,,Unknown
07DA027,18-Oct-89,0.307,,,,,Unknown
07DA027,19-Oct-89,0.307,,,,,Unknown
07DA027,20-Oct-89,0.301,,,,,Unknown
07DA027,21-Oct-89,0.295,,,,,Unknown
07DA027,22-Oct-89,0.291,,,,,Unknown
07DA027,23-Oct-89,0.297,,,,,Unknown
07DA027,24-Oct-89,0.291,,,,,Unknown
07DA027,25-Oct-89,0.303,,,,,Unknown
07DA027,26-Oct-89,0.327,,,,,Unknown
07DA027,23-Nov-89,0.028,,,,,Unknown
07DA027,21-May-96,0.55,,,,,Unknown
07DA027,22-May-96,0.52,,,,,Unknown
07DA027,23-May-96,0.489,,,,,Unknown
07DA027,24-May-96,0.465,,,,,Unknown
07DA027,25-May-96,0.437,,,,,Unknown
07DA027,26-May-96,0.425,,,,,Unknown
07DA027,27-May-96,0.412,,,,,Unknown
07DA027,28-May-96,0.394,,,,,Unknown
07DA027,29-May-96,0.374,,,,,Unknown
07DA027,30-May-96,0.355,,,,,Unknown
07DA027,31-May-96,0.342,,,,,Unknown
07DA027,01-Jun-96,0.355,,,,,Unknown
07DA027,02-Jun-96,0.337,,,,,Unknown
07DA027,03-Jun-96,0.318,,,,,Unknown
07DA027,04-Jun-96,0.311,,,,,Unknown
07DA027,05-Jun-96,0.293,,,,,Unknown
07DA027,06-Jun-96,0.272,,,,,Unknown
07DA027,07-Jun-96,0.264,,,,,Unknown
07DA027,08-Jun-96,0.239,,,,,Unknown
07DA027,09-Jun-96,0.219,,,,,Unknown
07DA027,10-Jun-96,0.196,,,,,Unknown
07DA027,11-Jun-96,0.196,,,,,Unknown
07DA027,12-Jun-96,0.238,,,,,Unknown
07DA027,13-Jun-96,0.249,,,,,Unknown
07DA027,14-Jun-96,0.21,,,,,Unknown
07DA027,15-Jun-96,0.202,,,,,Unknown
07DA027,16-Jun-96,0.187,,,,,Unknown
07DA027,17-Jun-96,0.187,,,,,Unknown
07DA027,18-Jun-96,0.518,,,,,Unknown
07DA027,19-Jun-96,1.09,,,,,Unknown
07DA027,20-Jun-96,1.86,,,,,Unknown
07DA027,21-Jun-96,1.87,,,,,Unknown
07DA027,22-Jun-96,1.54,,,,,Unknown
07DA027,23-Jun-96,1.27,,,,,Unknown
07DA027,24-Jun-96,1.04,,,,,Unknown
07DA027,25-Jun-96,0.868,,,,,Unknown
07DA027,26-Jun-96,0.775,,,,,Unknown
07DA027,27-Jun-96,0.692,,,,,Unknown
07DA027,28-Jun-96,0.598,,,,,Unknown
07DA027,29-Jun-96,0.526,,,,,Unknown
07DA027,30-Jun-96,0.458,,,,,Unknown
07DA027,01-Jul-96,0.41,,,,,Unknown
07DA027,02-Jul-96,0.354,,,,,Unknown
07DA027,03-Jul-96,0.332,,,,,Unknown
07DA027,04-Jul-96,0.382,,,,,Unknown
07DA027,05-Jul-96,0.436,,,,,Unknown
07DA027,06-Jul-96,0.478,,,,,Unknown
07DA027,07-Jul-96,0.483,,,,,Unknown
07DA027,08-Jul-96,0.493,,,,,Unknown
07DA027,09-Jul-96,0.438,,,,,Unknown
07DA027,10-Jul-96,0.385,,,,,Unknown
07DA027,11-Jul-96,0.434,,,,,Unknown
07DA027,12-Jul-96,0.416,,,,,Unknown
07DA027,13-Jul-96,0.363,,,,,Unknown
07DA027,14-Jul-96,0.354,,,,,Unknown
07DA027,15-Jul-96,0.332,,,,,Unknown
07DA027,16-Jul-96,0.363,,,,,Unknown
07DA027,17-Jul-96,0.36,,,,,Unknown
07DA027,18-Jul-96,0.381,,,,,Unknown
07DA027,19-Jul-96,0.471,,,,,Unknown
07DA027,20-Jul-96,0.49,,,,,Unknown
07DA027,21-Jul-96,0.453,,,,,Unknown
07DA027,22-Jul-96,0.471,,,,,Unknown
07DA027,23-Jul-96,0.451,,,,,Unknown
07DA027,24-Jul-96,0.437,,,,,Unknown
07DA027,25-Jul-96,0.475,,,,,Unknown
07DA027,26-Jul-96,0.722,,,,,Unknown
07DA027,27-Jul-96,0.807,,,,,Unknown
07DA027,28-Jul-96,0.746,,,,,Unknown
07DA027,29-Jul-96,0.62,,,,,Unknown
07DA027,30-Jul-96,0.504,,,,,Unknown
07DA027,31-Jul-96,0.442,,,,,Unknown
07DA027,01-Aug-96,0.482,,,,,Unknown
07DA027,02-Aug-96,0.456,,,,,Unknown
07DA027,03-Aug-96,0.403,,,,,Unknown
07DA027,04-Aug-96,0.404,,,,,Unknown
07DA027,05-Aug-96,0.43,,,,,Unknown
07DA027,06-Aug-96,0.512,,,,,Unknown
07DA027,07-Aug-96,0.583,,,,,Unknown
07DA027,08-Aug-96,0.581,,,,,Unknown
07DA027,09-Aug-96,0.532,,,,,Unknown
07DA027,10-Aug-96,0.469,,,,,Unknown
07DA027,11-Aug-96,0.405,,,,,Unknown
07DA027,12-Aug-96,0.369,,,,,Unknown
07DA027,13-Aug-96,0.385,,,,,Unknown
07DA027,14-Aug-96,0.348,,,,,Unknown
07DA027,15-Aug-96,0.309,,,,,Unknown
07DA027,16-Aug-96,0.285,,,,,Unknown
07DA027,17-Aug-96,0.313,,,,,Unknown
07DA027,18-Aug-96,0.378,,,,,Unknown
07DA027,19-Aug-96,0.351,,,,,Unknown
07DA027,20-Aug-96,0.363,,,,,Unknown
07DA027,21-Aug-96,0.377,,,,,Unknown
07DA027,22-Aug-96,0.341,,,,,Unknown
07DA027,23-Aug-96,0.322,,,,,Unknown
07DA027,24-Aug-96,0.291,,,,,Unknown
07DA027,25-Aug-96,0.27,,,,,Unknown
07DA027,26-Aug-96,0.244,,,,,Unknown
07DA027,27-Aug-96,0.213,,,,,Unknown
07DA027,28-Aug-96,0.191,,,,,Unknown
07DA027,29-Aug-96,0.174,,,,,Unknown
07DA027,30-Aug-96,0.16,,,,,Unknown
07DA027,31-Aug-96,0.151,,,,,Unknown
07DA027,01-Sep-96,0.145,,,,,Unknown
07DA027,02-Sep-96,0.205,,,,,Unknown
07DA027,03-Sep-96,0.277,,,,,Unknown
07DA027,04-Sep-96,0.296,,,,,Unknown
07DA027,05-Sep-96,0.305,,,,,Unknown
07DA027,06-Sep-96,0.555,,,,,Unknown
07DA027,07-Sep-96,0.737,,,,,Unknown
07DA027,08-Sep-96,0.768,,,,,Unknown
07DA027,09-Sep-96,0.753,,,,,Unknown
07DA027,10-Sep-96,0.697,,,,,Unknown
07DA027,11-Sep-96,0.642,,,,,Unknown
07DA027,12-Sep-96,0.572,,,,,Unknown
07DA027,13-Sep-96,0.512,,,,,Unknown
07DA027,14-Sep-96,0.46,,,,,Unknown
07DA027,15-Sep-96,0.471,,,,,Unknown
07DA027,16-Sep-96,0.528,,,,,Unknown
07DA027,17-Sep-96,0.516,,,,,Unknown
07DA027,18-Sep-96,0.484,,,,,Unknown
07DA027,19-Sep-96,0.458,,,,,Unknown
07DA027,20-Sep-96,0.481,,,,,Unknown
07DA027,21-Sep-96,0.462,,,,,Unknown
07DA027,22-Sep-96,0.45,,,,,Unknown
07DA027,23-Sep-96,0.503,,,,,Unknown
07DA027,24-Sep-96,1.44,,,,,Unknown
07DA027,25-Sep-96,2.41,,,,,Unknown
07DA027,26-Sep-96,2.21,,,,,Unknown
07DA027,27-Sep-96,1.98,,,,,Unknown
07DA027,28-Sep-96,1.72,,,,,Unknown
07DA027,29-Sep-96,1.51,,,,,Unknown
07DA027,30-Sep-96,1.34,,,,,Unknown
07DA027,01-Oct-96,1.2,,,,,Unknown
07DA027,02-Oct-96,1.11,,,,,Unknown
07DA027,03-Oct-96,0.992,,,,,Unknown
07DA027,04-Oct-96,0.937,,,,,Unknown
07DA027,05-Oct-96,0.886,,,,,Unknown
07DA027,06-Oct-96,0.842,,,,,Unknown
07DA027,07-Oct-96,0.816,,,,,Unknown
07DA027,08-Oct-96,0.777,,,,,Unknown
07DA027,09-Oct-96,0.736,,,,,Unknown
07DA027,10-Oct-96,0.706,,,,,Unknown
07DA027,11-Oct-96,0.675,,,,,Unknown
07DA027,12-Oct-96,0.641,,,,,Unknown
07DA027,13-Oct-96,0.604,,,,,Unknown
07DA027,14-Oct-96,0.58,,,,,Unknown
07DA027,15-Oct-96,0.552,,,,,Unknown
07DA027,16-Oct-96,0.535,,,,,Unknown
07DA027,17-Oct-96,0.574,,,,,Unknown
07DA027,18-Oct-96,0.566,,,,,Unknown
07DA027,19-Oct-96,0.541,,,,,Unknown
07DA027,20-Oct-96,0.519,,,,,Unknown
07DA027,21-Oct-96,0.501,,,,,Unknown
07DA027,22-Oct-96,0.491,,,,,Unknown
07DA027,23-Oct-96,0.489,,,,,Unknown
07DA027,24-Oct-96,0.473,,,,,Unknown
07DA027,25-Oct-96,0.458,,,,,Unknown
07DA027,26-Oct-96,0.51,,,,,Unknown
07DA027,27-Oct-96,0.607,,,,,Unknown
